SPA;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
35255;Minister of Armament;Enrique Illana;1921;1925;1999;PA;Resource Industrialist;Medium;unknownminister;X
35256;Minister of Armament;Carlos Vergara Caillaux;1921;1926;1999;PA;Administrative Genius;Medium;unknownminister;X
35257;Minister of Armament;José Corral;1922;1927;1999;PA;Air to Sea Proponent;Medium;3234;X
35258;Minister of Security;Juan de la Cierva y Peñafiel;1905;1911;1999;ML;Compassionate Gentleman;Medium;3245;X
35259;Minister of Security;Segismundo Moret;1907;1912;1999;ML;Man of the People;Medium;3261;X
35260;Minister of Security;Fernando Merino Villarino;1908;1913;1999;ML;Prince of Terror;Medium;unknownminister;X
35261;Minister of Security;Demetrio Alonso Castrillo;1909;1913;1999;ML;Crime Fighter;Medium;3228;X
35262;Minister of Security;Trinitario Ruiz Valarino;1909;1913;1999;SL;Silent Lawyer;Medium;3263;X
35263;Minister of Security;Antonio Barroso Castillo;1909;1914;1999;ML;Back Stabber;Medium;3223;X
35264;Minister of Security;Santiago Alba Bonifaz;1910;1918;1999;ML;Efficient Sociopath;Medium;3257;X
35265;Minister of Security;José Sánchez-Guerra;1911;1919;1999;SC;Compassionate Gentleman;Medium;3272;X
35266;Minister of Security;Joaquín Ruiz Jiménez;1914;1919;1999;ML;Man of the People;Medium;3232;X
35267;Minister of Security;Julio Burell;1915;1919;1999;SC;Prince of Terror;Medium;3250;X
35268;Minister of Security;José Bahamonde;1915;1920;1999;SC;Crime Fighter;Medium;unknownminister;X
35269;Minister of Security;Manuel García-Prieto;1916;1920;1999;ML;Silent Lawyer;Medium;3269;X
35270;Minister of Security;Luis Silvela;1916;1920;1999;ML;Back Stabber;Medium;3971;X
35271;Minister of Security;Amalio Gimeno;1916;1921;1999;ML;Efficient Sociopath;Medium;3238;X
35272;Minister of Security;Antonio Goicoechea;1917;1921;1999;SC;Compassionate Gentleman;Medium;3295;X
35273;Minister of Security;Manuel de Burgos;1917;1921;1999;SC;Man of the People;Medium;3296;X
35274;Minister of Security;Joaquín Fernández Prida;1917;1922;1999;SC;Prince of Terror;Medium;3970;X
35275;Minister of Security;Francisco Bergamín;1918;1922;1999;SC;Crime Fighter;Medium;3255;X
35276;Minister of Security;Gabino Bugallal;1918;1923;1999;SC;Silent Lawyer;Medium;3284;X
35277;Minister of Security;Rafael Coello;1919;1924;1999;SC;Back Stabber;Medium;unknownminister;X
35278;Minister of Security;Vicente Piniés Bayona;1920;1924;1999;SC;Efficient Sociopath;Medium;3264;X
35279;Minister of Security;Martín de Rosales;1924;1925;1999;ML;Compassionate Gentleman;Medium;unknownminister;X
35280;Minister of Security;Severiano Martínez Anido;1921;1932;1999;PA;Man of the People;Medium;3297;X
35281;Chief of Staff;Fernando Primo de Rivera;1905;1919;1999;PA;School of Fire Support;Medium;3244;X
35282;Chief of Staff;Arsenio Linares;1907;1911;1999;SC;School of Manoeuvre;Medium;3226;X
35283;Chief of Staff;Agustín de Luque;1907;1919;1999;SC;School of Defence;Medium;3220;X
35284;Chief of Staff;Ángel Aznar;1908;1913;1999;SC;School of Psychology;Medium;3225;X
35285;Chief of Staff;Ramón Echagüe;1911;1917;1999;SC;School of Mass Combat;Medium;3259;X
35286;Chief of Staff;Francisco Aguilera;1915;1919;1999;SC;School of Fire Support;Medium;3243;X
35287;Chief of Staff;José Marina Vega;1915;1920;1999;SC;School of Manoeuvre;Medium;3240;X
35288;Chief of Staff;Dámaso Berenguer;1916;1917;1999;SC;School of Defence;Medium;3246;X
35289;Chief of Staff;Diego Muñoz Cobo;1917;1921;1999;PA;School of Psychology;Medium;unknownminister;X
35290;Chief of Staff;Luis de Santiago;1917;1921;1999;SC;School of Mass Combat;Medium;unknownminister;X
35291;Chief of Staff;Antonio Tovar;1917;1921;1999;SC;School of Fire Support;Medium;3972;X
35292;Chief of Staff;José Villalba Riquelme;1917;1922;1999;PA;School of Manoeuvre;Medium;3247;X
35293;Chief of Staff;José Olaguer-Feliú;1920;1924;1999;SC;School of Defence;Medium;unknownminister;X
35294;Chief of Staff;José Sánchez-Guerra;1920;1924;1999;SC;School of Psychology;Medium;3272;X
35295;Chief of Staff;Antonio López Muñoz;1921;1925;1999;ML;School of Mass Combat;Medium;3224;X
35296;Chief of Staff;Luis Bermúdez de Castro;1921;1926;1999;PA;School of Fire Support;Medium;3251;X
35297;Chief of Staff;Juan O'Donnell;1922;1928;1999;PA;School of Manoeuvre;Medium;unknownminister;X
35298;Chief of Army;Fernando Primo de Rivera;1905;1919;1999;PA;Guns and Butter Doctrine;Medium;3244;X
35299;Chief of Army;Arsenio Linares;1907;1911;1999;SC;Armoured Spearhead Doctrine;Medium;3226;X
35300;Chief of Army;Agustín de Luque;1907;1919;1999;SC;Decisive Battle Doctrine;Medium;3220;X
35301;Chief of Army;Ángel Aznar;1908;1913;1999;SC;Static Defence Doctrine;Medium;3225;X
35302;Chief of Army;Ramón Echagüe;1911;1917;1999;SC;Elastic Defence Doctrine;Medium;3259;X
35303;Chief of Army;Francisco Aguilera;1915;1919;1999;SC;Guns and Butter Doctrine;Medium;3243;X
35304;Chief of Army;José Marina Vega;1915;1920;1999;SC;Armoured Spearhead Doctrine;Medium;3240;X
35305;Chief of Army;Dámaso Berenguer;1916;1917;1999;SC;Decisive Battle Doctrine;Medium;3246;X
35306;Chief of Army;Diego Muñoz Cobo;1917;1921;1999;PA;Static Defence Doctrine;Medium;unknownminister;X
35307;Chief of Army;Luis de Santiago;1917;1921;1999;SC;Elastic Defence Doctrine;Medium;unknownminister;X
35308;Chief of Army;Antonio Tovar;1917;1921;1999;SC;Guns and Butter Doctrine;Medium;3972;X
35309;Chief of Army;José Villalba Riquelme;1917;1922;1999;PA;Armoured Spearhead Doctrine;Medium;3247;X
35310;Chief of Army;José Olaguer-Feliú;1920;1924;1999;SC;Decisive Battle Doctrine;Medium;unknownminister;X
35311;Chief of Army;José Sánchez-Guerra;1920;1924;1999;SC;Static Defence Doctrine;Medium;3272;X
35312;Chief of Army;Antonio López Muñoz;1921;1925;1999;ML;Elastic Defence Doctrine;Medium;3224;X
35313;Chief of Army;Luis Bermúdez de Castro;1921;1926;1999;PA;Guns and Butter Doctrine;Medium;3251;X
35314;Chief of Army;Juan O'Donnell;1922;1928;1999;PA;Armoured Spearhead Doctrine;Medium;unknownminister;X
35315;Chief of Navy;José Ferrándiz;1905;1911;1999;SC;Base Control Doctrine;Medium;3235;X
35316;Chief of Navy;Víctor María Concas;1907;1912;1999;SC;Open Seas Doctrine;Medium;3265;X
35317;Chief of Navy;Diego Arias de Miranda;1908;1913;1999;SC;Decisive Naval Battle Doctrine;Medium;3229;X
35318;Chief of Navy;José Pidal Rebollo;1909;1920;1999;SC;Power Projection Doctrine;Medium;3241;X
35319;Chief of Navy;Amalio Gimeno;1910;1920;1999;ML;Indirect Approach Doctrine;Medium;3238;X
35320;Chief of Navy;Augusto Miranda;1911;1922;1999;SC;Base Control Doctrine;Medium;3237;X
35321;Chief of Navy;Manuel de Flórez Carrió;1915;1922;1999;SC;Open Seas Doctrine;Medium;unknownminister;X
35322;Chief of Navy;José María Chacón Pery;1916;1921;1999;SC;Decisive Naval Battle Doctrine;Medium;3236;X
35323;Chief of Navy;José Rivera Álvarez-Camero;1920;1924;1999;SC;Power Projection Doctrine;Medium;unknownminister;X
35324;Chief of Navy;Gabriel Antón Iboleón;1921;1926;1999;PA;Indirect Approach Doctrine;Medium;unknownminister;X
35325;Chief of Navy;Federico Ibáñez Valera;1922;1926;1999;PA;Base Control Doctrine;Medium;unknownminister;X
35326;Chief of Navy;Ignacio Pintado Gough;1922;1926;1999;PA;Open Seas Doctrine;Medium;unknownminister;X
35327;Chief of Navy;Honorio Cornejo Carvajal;1922;1930;1999;PA;Decisive Naval Battle Doctrine;Medium;unknownminister;X
35328;Chief of Air Force;Pedro Vives Vich;1898;1915;1999;SC;Carpet Bombing Doctrine;Medium;3258;X
35329;Chief of Air Force;Alfredo Kindelán y Duany;1910;1932;1999;SC;Army Aviation Doctrine;Medium;3221;X
35330;Chief of Air Force;Alfonso Bayo;1913;1920;1999;SC;Air Superiority Doctrine;Medium;unknownminister;X
35331;Chief of Air Force;Rodriguez Moruelo;1916;1924;1999;SC;Naval Aviation Doctrine;Medium;unknownminister;X
35332;Chief of Air Force;Coronel Soriano;1920;1925;1999;SC;vertical envelopment doctrine;Medium;unknownminister;X
35333;Chief of Air Force;Francisco Echagüe;1917;1926;1999;SC;Carpet Bombing Doctrine;Medium;unknownminister;X
35334;Minister of Armament;Juan José Ruano;1922;1934;2000;SC;Laissez-Faire Capitalist;Medium;unknown;X
35335;Minister of Armament;Antonio Mayandía;1914;1934;2000;PA;Theoretical Scientist;High;3290;X
35336;Minister of Armament;José Calvo Sotelo;1919;1934;2000;PA;Administrative Genius;High;3291;X
35337;Minister of Armament;Francisco Moreno Fernández;1919;1934;2000;PA;Battle Fleet Proponent;Very High;M10009;X
35338;Minister of Armament;Marcelino Domingo;1914;1934;2000;SD;Laissez-Faire Capitalist;High;3292;X
35339;Minister of Armament;Germán Bernacer;1914;1934;2000;SD;Administrative Genius;High;3293;X
35340;Minister of Armament;Vicente Barrio;1914;1934;2000;LE;Resource Industrialist;Very High;unknown;X
35341;Minister of Armament;José Maeso;1916;1934;2000;LE;Laissez-Faire Capitalist;Very High;unknown;X
35342;Minister of Armament;Daniel Anguiniano;1918;1934;2000;LE;Resource Industrialist;High;3264;X
35343;Minister of Armament;Luis Fernández;1922;1934;2000;LE;Theoretical Scientist;High;unknown;X
35344;Minister of Armament;Marcelino Magdalena;1921;1934;2000;ST;Resource Industrialist;Medium;unknown;X
35345;Minister of Armament;Facundo Perezagua;1921;1934;2000;ST;Resource Industrialist;Medium;3294;X
35346;Minister of Security;José Sánchez Guerra;1914;1934;2000;SC;Crime Fighter;High;3272;X
35347;Minister of Security;Santiago Alba;1914;1934;2000;ML;Compassionate Gentleman;High;3257;X
35348;Minister of Security;Joaquín Ruiz;1914;1934;2000;ML;Man of the People;High;unknown;X
35349;Minister of Security;Julio Burell;1914;1934;2000;ML;Efficient Sociopath;High;unknown;X
35350;Minister of Security;José Sánchez Guerra;1914;1934;2000;ML;Compassionate Gentleman;High;3272;X
35351;Minister of Security;Manuel García Prieto;1918;1934;2000;ML;Crime Fighter;High;3269;X
35352;Minister of Security;Luis Silvela;1918;1934;2000;ML;Crooked Kleptocrat;High;3971;X
35353;Minister of Security;Amalio Gimeno;1914;1934;2000;SC;Silent Lawyer;High;3238;X
35354;Minister of Security;Antonio Goicoechea;1914;1934;2000;SC;Crime Fighter;High;3295;X
35355;Minister of Security;Francisco Bergamín;1914;1934;2000;SC;Silent Lawyer;High;3255;X
35356;Minister of Security;Manuel de Burgos;1914;1934;2000;SC;Compassionate Gentleman;High;3296;X
35357;Minister of Security;Joaquín Fernández;1914;1934;2000;SC;Silent Lawyer;High;3970;X
35358;Minister of Security;Gabino Bugallal;1919;1934;2000;SC;Crime Fighter;High;3284;X
35359;Minister of Security;Rafael Coelho de Portugal;1920;1934;2000;SC;Prince of Terror;High;unknown;X
35360;Minister of Security;Pio Vicente de Piniés;1921;1934;2000;SC;Silent Lawyer;High;3983;X
35361;Minister of Security;Martín Rosales;1923;1934;2000;ML;Silent Lawyer;High;unknown;X
35362;Minister of Security;Severiano Martínez Anido;1914;1934;2000;PA;Prince of Terror;Very High;3297;X
35363;Minister of Security;José Cavalcanti de Albuquerque;1914;1934;2000;PA;Crime Fighter;High;3984;X
35364;Minister of Security;Manuel Valle-Inclán;1914;1934;2000;SD;Efficient Sociopath;Medium;3298;X
35365;Minister of Security;Luis de Tapia;1914;1934;2000;SD;Man of the People;Medium;unknown;X
35366;Minister of Security;Mariano Ruíz-Funes;1924;1934;2000;SD;Prince of Terror;High;3299;X
35367;Minister of Security;Manuel Ciges;1924;1934;2000;SD;Crime Fighter;High;3985;X
35368;Minister of Security;Carmen de Burgos;1914;1934;2000;SD;Man of the People;Medium;3300;X
35369;Minister of Security;Augusto Barcia;1914;1934;2000;SD;Efficient Sociopath;Medium;3301;X
35370;Minister of Security;Luis Jimenez de Asua;1914;1934;2000;LE;Man of the People;High;3302;X
35371;Minister of Security;Wenceslao Carrillo;1914;1934;2000;LE;Prince of Terror;High;3303;X
35372;Minister of Security;Victoria Kent;1921;1934;2000;ST;Man of the People;High;3304;X
35373;Minister of Security;Andreu Nin;1921;1934;2000;ST;Compassionate Gentleman;High;3305;X
35374;Minister of Security;Victor Pradera;1914;1934;2000;PA;Crime Fighter;High;3306;X
35375;Minister of Security;Ignacio Baleztena;1914;1934;2000;PA;Efficient Sociopath;High;3307;X
35376;Minister of Security;Dolores Baleztena;1914;1934;2000;PA;Man of the People;High;3986;X
35377;Minister of Security;Eduardo Dato;1914;1934;2000;SC;Efficient Sociopath;High;3239;X
35378;Minister of Security;Álvaro de Figueroa;1905;1934;2000;ML;Crooked Kleptocrat;High;3254;X
35379;Minister of Security;Juan de la Cierva;1907;1934;2000;SC;Silent Lawyer;High;3220;X
35380;Minister of Security;Fernando Merino;1911;1934;2000;SC;Crime Fighter;High;unknown;X
35381;Chief of Staff;Emilio Esteban Infantes;1944;1965;2000;PA;School of Defence;High;6080;X
35382;Head of State;S.M.R. Juan Carlos I;1960;2015;2020;SC;Popular Figurehead;Very High;ESP1;X
35383;Head of State;S.M.R. Juan Carlos I;1975;2015;2020;SL;Resigned Generalissimo;High;ESP1;X
35384;Head of Government;Felipe González;1980;2020;2020;SD;Political Protege;High;ESP2;X
35385;Foreign Minister;Fernando Morán;1980;1992;1992;SD;Ideological Crusader;High;ESP3;X
35386;Minister of Armament;Miguel Boyer;1980;1992;1992;SD;Infantry Proponent;High;ESP4;X
35387;Minister of Security;Narcís Serra;1980;1992;1992;SD;Crime Fighter;High;ESP5;X
35388;Head of Military Intelligence;Emilio Manglano;1980;1992;1992;SL;Political Specialist;High;ESP6;X
35389;Chief of Staff;Gonzalo Puigcerver Romá;1980;2012;2013;ML;School of Psychology;High;ESP7;X
35390;Chief of Army;José Rodrigo Rodrigo;1980;2012;2013;ML;Decisive Battle Doctrine;Very High;ESP8;X
35391;Chief of Navy;Fernando del Pozo;1980;2012;2013;ML;Open Seas Doctrine;High;ESP9;X
35392;Chief of Air Force;Juan Luis Abad Cellini;1980;2012;2013;ML;Carpet Bombing Doctrine;High;ESP11;X
35393;Head of Government;Luis Carrero Blanco;1973;1974;1985;PA;Old Airmarshal;High;M35393;X
35394;Head of Government;Carlos Arias Navarro;1974;1990;1990;PA;Silent Workhorse;High;M35394;X
35396;Head of Government;Leopoldo Calvo-Sotelo;1981;2009;2009;SC;Old Admiral;High;M35396;X
35397;Head of Government;Manuel Fraga;1982;2013;2013;SC;Naive Optimist;High;M35397;X
35398;Head of Government;José Maria Aznar;1989;2020;2020;ML;Naive Optimist;High;M35398;X
35399;Head of State;Francisco Franco Bahamonde;1962;1976;1976;PA;Stern Imperialist;High;M35399;X
35400;Head of Government;Francisco Franco Bahamonde;1962;1976;1976;PA;Silent Workhorse;High;M35399;X
35401;Head of Government;Adolfo Suarez;1976;2015;2015;PA;Old Admiral;High;M35395;X
35402;Foreign Minister;Leopoldo Calvo-Sotelo;1981;2009;2009;PA;General Staffer;Very High;M35396;X
35403;Minister of Armament;Blas Piñar;1970;2014;2015;PA;Resource Industrialist;Very High;M35403;X
35404;Minister of Security;Rafael Gambra Ciudad;1974;2004;2050;PA;Crime Fighter;Very High;M35404;X
35405;Head of Military Intelligence;Rafael Gambra Ciudad;1974;2004;2050;PA;Political Specialist;Very High;M35404;X
35406;Chief of Staff;Adolfo Suarez;1980;2015;2016;PA;School of Psychology;Very High;M35395;X
35407;Chief of Army;Jaime Milans del Bosch;1986;1997;1999;PA;Decisive Battle Doctrine;Very High;M35407;X
76000;Head of State;S.M.R. Juan Carlos I;2000;2020;2050;PA;Popular Figurehead;Very High;M76000;X
76001;Head of Government;Jose Maria Aznar;1988;2012;2050;ML;Silent Workhorse;High;M76001;X
76002;Head of Government;Mariano Rajoy;2012;2020;2050;ML;Political Protege;High;M76002;X
76003;Foreign Minister;Pilar del Castillo;2003;2020;2050;ML;Ideological Crusader;High;M76003;X
76115;Foreign Minister;Josep Piqué Camps;2000;2020;2050;ML;Ideological Crusader;High;JosepPiquéCamps;X
76004;Foreign Minister;Loyola de Palacio;1988;2006;2006;ML;Great Compromiser;High;M76004;X
76111;Foreign Minister;Abel Matutes Juan ;1988;2006;2006;ML;Great Compromiser;High;abelmatutes;X
76005;Foreign Minister;Ana Palacio;1988;2020;2050;ML;Iron Fisted Brute;High;M76005;X
76006;Foreign Minister;Jose Manuel Garcia Margallo;2012;2020;2050;ML;Iron Fisted Brute;High;M76006;X
76007;Foreign Minister;Jose Ignacio Wert;2012;2020;2050;ML;Ideological Crusader;High;M76007;X
76008;Foreign Minister;Alberto Ruiz Gallardon;2008;2020;2050;ML;Apologetic Clerk;High;M76008;X
76009;Minister of Armament;Federico Trillo;2003;2013;2050;ML;Infantry Proponent;High;M76009;X
76010;Minister of Armament;Eduardo Zaplana;1988;2013;2050;ML;Corrupt Kleptocrat;High;M76010;X
76112;Minister of Armament;Eduardo Serra Rexach;1988;2004;2030;ML;Military Entrepreneur;High;Eduardo_Serra;X
76011;Minister of Armament;Ignacio Astarloa;2003;2013;2050;ML;Military Entrepreneur;High;M76011;X
76012;Minister of Armament;Pedro Morenes;2012;2020;2050;ML;Resource Industrialist;High;M76012;X
76013;Minister of Armament;Rodrigo Rato;2003;2020;2050;ML;Corrupt Kleptocrat;High;M76013;X
76014;Minister of Armament;Luis de Guindos;2012;2020;2050;ML;Laissez-Faire Capitalist;High;M76014;X
76015;Minister of Security;Javier Arenas;2003;2020;2050;ML;Man of the People;High;M76015;X
76016;Minister of Security;Tomas Zambrana Pineda;2003;2013;2050;ML;Crime Fighter;High;M76016;X
76113;Minister of Security;Jaime Mayor Oreja;1990;2013;2030;ML;Crime Fighter;High;jaimemayororeja;X
76017;Minister of Security;Francisco Pardo Piqueras;2003;2012;2050;ML;Compassionate Gentleman;High;M76017;X
76018;Minister of Security;Ángel Jesús Acebes Paniagua ;1988;2020;2050;ML;Silent Lawyer;High;M76018;X
76019;Minister of Security;Jorge Fernandez Diaz;2012;2020;2050;ML;Prince of Terror;High;M76019;X
76020;Minister of Security;Soraya Saenz de Santamaria;2008;2020;2050;ML;Crime Fighter;High;M76020;X
76021;Head of Military Intelligence;Jorge Dezcallar de Mazarredo;2003;2020;2050;ML;Industrial Specialist;High;M76021;X
76022;Head of Military Intelligence;Francisco Torrente;2003;2020;2050;ML;Naval Intelligence Specialist;High;M76022;X
76023;Head of Military Intelligence;Ignacio Cosido;2005;2020;2050;ML;Dismal Enigma;High;M76023;X
76024;Chief of Staff;Antonio Moreno Barbera;2003;2020;2050;ML;School of Manoeuvre;High;M76024;X
76025;Chief of Staff;Luis Alejandre Sintes;2003;2020;2050;ML;School of Defence;High;M76025;X
76026;Chief of Staff;Jaime Dominguez Buj;2003;2020;2050;ML;School of Fire Support;High;M76026;X
76027;Chief of Army;Luis Alejandre Sintes;2003;2020;2050;ML;Guns and Butter Doctrine;High;M76025;X
76028;Chief of Army;Alberto Asarta;2003;2020;2050;ML;Elastic Defence Doctrine;High;M76027;X
76029;Chief of Army;Juan Villamia Ugarte;2003;2020;2050;ML;Armoured Spearhead Doctrine;High;M76028;X
76030;Chief of Navy;Francisco Torrente;2003;2020;2050;ML;Indirect Approach Doctrine;High;M76022;X
76031;Chief of Navy;Jaime Munoz-Delgado;2003;2020;2050;ML;Power Projection Doctrine;High;M76029;X
76032;Chief of Navy;Antonio Moreno Barbera;2003;2020;2050;ML;Base Control Doctrine;High;M76024;X
76033;Chief of Air Force;Eduardo Gonzalez-Gallarza;2003;2020;2050;ML;Army Aviation Doctrine;High;M76030;X
76034;Chief of Air Force;Javier Garcia Arnaiz;2003;2020;2050;ML;Air Superiority Doctrine;High;M76031;X
76035;Head of Government;Jose Luis Rodriguez Zapatero;2004;2013;2050;SD;Flamboyant Tough Guy;High;M76032;X
76114;Head of Government;José Joaquín Almunia Amann;2000;2013;2050;SD;Flamboyant Tough Guy;High;Joaquin_Almunia;X
76036;Head of Government;Alfredo Perez Rubalcaba;2012;2020;2050;SD;Naive Optimist;High;M76033;X
76037;Foreign Minister;Miguel Angel Moratinos;2004;2020;2050;SD;Biased Intellectual;High;M76034;X
76038;Foreign Minister;Trinidad Jiminez;2008;2020;2050;SD;Ideological Crusader;High;M76035;X
76039;Foreign Minister;Elena Salgado;2008;2020;2050;SD;Great Compromiser;High;M76036;X
76040;Foreign Minister;Juan Fernando Lopez Aguilar;2004;2020;2050;SD;Ideological Crusader;High;M76037;X
76041;Foreign Minister;Eduardo Madina;2008;2020;2050;SD;The Cloak N Dagger Schemer;High;M76038;X
76042;Foreign Minister;Ramon Jauregui;2004;2020;2050;SD;Apologetic Clerk;High;M76039;X
76043;Minister of Armament;Jose Bono;2004;2020;2050;SD;Laissez-Faire Capitalist;High;M76040;X
76044;Minister of Armament;Jose Antonio Alonso;2004;2020;2050;SD;Military Entrepreneur;High;M76041;X
76045;Minister of Armament;Pedro Solbes;2004;2013;2015;SD;Administrative Genius;High;M76042;X
76046;Minister of Armament;Jose Blanco;2004;2020;2050;SD;Corrupt Kleptocrat;High;M76043;X
76047;Minister of Armament;Carme Chacon;2008;2020;2050;SD;Military Entrepreneur;High;M76044;X
76048;Minister of Armament;Diego Lopez Garrido;2004;2020;2050;SD;Laissez-Faire Capitalist;High;M76045;X
76049;Minister of Security;Jose Antonio Alonso;2004;2020;2050;SD;Silent Lawyer;High;M76041;X
76050;Minister of Security;Jesus Caldera;2004;2020;2050;SD;Man of the People;High;M76046;X
76051;Minister of Security;Alfredo Perez Rubalcaba;2004;2012;2050;SD;Compassionate Gentleman;High;M76047;X
76052;Minister of Security;Antonio Camacho;2004;2020;2050;SD;Silent Lawyer;High;M76048;X
76053;Minister of Security;Miguel Sebastian;2004;2020;2050;SD;Efficient Sociopath;High;M76049;X
76054;Minister of Security;Elena Valenciano;2012;2020;2050;SD;Back Stabber;High;M76050;X
76055;Head of Military Intelligence;Alberto Saiz Cortes;2004;2010;2015;SD;Political Specialist;High;M76051;X
76056;Head of Military Intelligence;Felix Sanz Roldin;2003;2020;2050;SD;Technical Specialist;High;M76052;X
76057;Head of Military Intelligence;Francisco Javier Velazquez Lopez;2003;2020;2050;SD;Dismal Enigma;High;M76053;X
76058;Chief of Staff;Felix Sanz Roldan;2003;2020;2050;SD;School of Fire Support;High;M76052;X
76059;Chief of Staff;Fernando Garcia Sanchez;2003;2020;2050;SD;School of Manoeuvre;High;M76054;X
76060;Chief of Staff;Jose Julio Rodriguez;2003;2020;2050;SD;School of Psychology;High;M76055;X
76061;Chief of Army;Jose Antonio Garcia Gonzalez;2003;2020;2050;SD;Guns and Butter Doctrine;High;M76056;X
76062;Chief of Army;Carlos Villar Turrau;2003;2020;2050;SD;Armoured Spearhead Doctrine;High;M76057;X
76063;Chief of Army;Alfredo Cardona Torres;2003;2020;2050;SD;Elastic Defence Doctrine;High;M76058;X
76064;Chief of Navy;Sebastian Zaragoza Soto;2003;2020;2050;SD;Power Projection Doctrine;High;M76059;X
76065;Chief of Navy;Manuel Rebollo;2003;2020;2050;SD;Open Seas Doctrine;High;M76060;X
76066;Chief of Navy;Santiago Bolibar Pizeiro;2003;2020;2050;SD;Base Control Doctrine;High;M76061;X
76067;Chief of Air Force;Francisco Jose Garcia de la Vega;2003;2020;2050;SD;Naval Aviation Doctrine;High;M76062;X
76068;Chief of Air Force;Jose Jimenez Ruiz;2003;2020;2050;SD;Air Superiority Doctrine;High;M76063;X
76069;Head of Government;Rosa Diez;2008;2020;2050;SL;Backroom Backstabber;High;M76064;X
76070;Foreign Minister;Alvaro Pombo;2008;2015;2050;SL;Biased Intellectual;High;M76065;X
76071;Foreign Minister;Fernando Savater;2008;2020;2050;SL;Ideological Crusader;High;M76066;X
76072;Foreign Minister;Francisco Sosa Wagner;2008;2020;2050;SL;Ideological Crusader;High;M76067;X
76073;Minister of Armament;Alvaro Anchuelo;2008;2020;2050;SL;Administrative Genius;High;M76068;X
76074;Minister of Armament;Carlos Martinez Gorriaran;2008;2020;2050;SL;Laissez-Faire Capitalist;High;M76069;X
76075;Minister of Armament;Fernando Maura;2008;2020;2050;SL;Military Entrepreneur;High;M76070;X
76076;Minister of Security;Toni Canto;2008;2020;2050;SL;Efficient Sociopath;High;M76071;X
76077;Minister of Security;Ruben Mugica;2008;2020;2050;SL;Prince of Terror;High;M76072;X
76078;Minister of Security;Antonio Elorza;2008;2020;2050;SL;Silent Lawyer;High;M76073;X
76079;Head of Government;Gaspar Llamazares;2003;2008;2050;LWR;Flamboyant Tough Guy;High;M76074;X
76080;Head of Government;Cayo Lara;2008;2020;2050;LWR;Ambitious Union Boss;High;M76075;X
76081;Foreign Minister;Julio Anguita;2003;2020;2050;LWR;Biased Intellectual;High;M76076;X
76082;Foreign Minister;Willy Meyer;2008;2020;2050;LWR;Great Compromiser;High;M76077;X
76083;Foreign Minister;Gaspar Llamazares;2008;2020;2050;LWR;Ideological Crusader;High;M76074;X
76084;Minister of Armament;Francisco Frutos;2003;2020;2050;ST;Infantry Proponent;High;M76078;X
76085;Minister of Armament;Jose Luis Centella;2003;2020;2050;ST;Corrupt Kleptocrat;High;M76079;X
76086;Minister of Armament;Amadeo Martinez Ingles;2003;2020;2050;LWR;Tank Proponent;High;M76080;X
76087;Minister of Armament;Marga Sanz;2003;2020;2050;LWR;Administrative Genius;High;M76081;X
76088;Minister of Security;Candido Mendez;2003;2020;2050;LWR;Compassionate Gentleman;High;M76082;X
76089;Minister of Security;Juan Manuel Sanchez Gordillo;2003;2020;2050;LWR;Man of the People;High;M76083;X
76090;Minister of Security;Ines Sabanes;2007;2020;2050;LWR;Silent Lawyer;High;M76084;X
76091;Minister of Security;Ignacio Fernandez Toxo;2009;2020;2050;LWR;Silent Lawyer;High;M76085;X
76092;Minister of Security;Jose Maria Fidalgo;2003;2020;2050;LWR;Back Stabber;High;M76086;X
76093;Head of State;Asamblea General del PCE;2003;2020;2050;ST;Die-hard Reformer;Very High;M76087;X
76094;Head of Government;Jose Luis Centella;2003;2020;2050;ST;Ambitious Union Boss;High;M76079;X
76095;Minister of Armament;Joan Josep Nuet;2003;2020;2050;ST;Military Entrepreneur;High;M76088;X
76096;Head of Government;Estado Mayor de la Defensa;2003;2020;2050;PA;Old General;Very High;M76089;X
76097;Minister of Armament;Fernando Garcia Sanchez;2003;2020;2050;PA;Infantry Proponent;High;M76054;X
76098;Minister of Armament;Felix Sanz Roldon;2003;2020;2050;PA;Tank Proponent;High;M76052;X
76099;Foreign Minister;Inocencio Arias;2003;2020;2050;PA;Great Compromiser;High;M76090;X
76100;Foreign Minister;Fulgencio Coll;2003;2020;2050;PA;General Staffer;High;M76091;X
76101;Minister of Security;Antonio Rouco Varela;2003;2020;2050;PA;Prince of Terror;High;M76092;X
76102;Minister of Security;Juan Antonio Martinez Camino;2003;2020;2050;PA;Efficient Sociopath;High;M76093;X
76103;Minister of Security;Antonio Casizares;2003;2020;2050;PA;Crime Fighter;High;M76094;X
76104;Chief of Navy;Salvador Maria Delgado Moreno;2003;2020;2050;PA;Base Control Doctrine;High;M76095;X
76105;Chief of Navy;Pedro Angel Garcia de Paredes;2003;2020;2050;PA;Indirect Approach Doctrine;High;M76096;X
76106;Chief of Staff;Felipe de Borbon y Grecia;2010;2020;2050;PA;School of Fire Support;Very High;M76097;X
76107;Head of State;S.M.R. Felipe VI;2013;2050;2050;SC;Benevolent Gentleman;Very High;M76097;X
